product_id,review_date,rating,sentiment,department
1038,2024-05-27,4,positive,Electronics
1011,2024-10-26,5,positive,Beauty
1040,2024-02-27,5,negative,Electronics
1022,2024-06-05,5,positive,Electronics
1036,2024-09-14,5,negative,Beauty
1048,2024-09-20,2,positive,Clothing
1028,2024-09-26,2,positive,Home
1031,2024-11-08,4,positive,Home
1014,2024-09-03,1,positive,Home
1033,2024-10-03,4,neutral,Sports
1034,2024-04-19,2,positive,Electronics
1000,2024-02-26,1,positive,Home
1029,2024-03-08,5,positive,Home
1049,2024-10-25,1,positive,Clothing
1008,2024-09-10,2,positive,Beauty
1035,2024-08-20,3,positive,Electronics
1022,2024-07-08,2,positive,Clothing
1048,2024-09-24,1,positive,Beauty
1013,2024-01-21,1,negative,Clothing
1025,2024-06-10,1,negative,Home
1006,2024-09-30,2,positive,Beauty
1000,2024-01-28,4,positive,Electronics
1000,2024-03-31,3,positive,Beauty
1028,2024-04-22,1,positive,Clothing
1037,2024-12-10,2,positive,Clothing
1020,2024-04-11,4,positive,Sports
1004,2024-04-01,5,negative,Home
1041,2024-07-17,5,positive,Electronics
1048,2024-06-22,5,neutral,Electronics
1008,2024-04-27,5,positive,Electronics
1015,2024-02-07,3,negative,Electronics
1035,2024-09-14,5,positive,Clothing
1008,2024-09-05,4,positive,Home
1031,2024-04-28,1,neutral,Sports
1045,2024-10-19,4,neutral,Home
1031,2024-10-11,5,positive,Beauty
1050,2024-05-04,1,positive,Sports
1019,2024-07-30,4,neutral,Home
1043,2024-08-19,4,negative,Beauty
1019,2024-08-05,4,negative,Beauty
1030,2024-02-25,4,neutral,Beauty
1025,2024-09-15,5,positive,Home
1025,2024-01-04,1,positive,Sports
1029,2024-08-22,4,neutral,Electronics
1034,2024-11-12,3,neutral,Electronics
1037,2024-03-14,1,negative,Sports
1023,2024-01-04,3,negative,Clothing
1043,2024-09-27,5,negative,Clothing
1022,2024-01-01,3,negative,Electronics
1047,2024-06-02,5,neutral,Beauty
1016,2024-10-29,2,positive,Home
1009,2024-07-08,4,neutral,Home
1006,2024-09-16,4,positive,Sports
1003,2024-10-14,3,positive,Electronics
1015,2024-02-04,5,positive,Beauty
1002,2024-01-30,5,negative,Beauty
1021,2024-05-05,5,negative,Beauty
1044,2024-08-15,2,neutral,Sports
1020,2024-12-04,4,positive,Electronics
1000,2024-05-21,2,neutral,Beauty
1028,2024-04-12,4,positive,Home
1032,2024-05-23,5,negative,Home
1016,2024-12-28,2,negative,Clothing
1043,2024-11-17,5,positive,Electronics
1013,2024-08-29,5,negative,Home
1038,2024-09-20,3,positive,Electronics
1020,2024-04-15,4,neutral,Electronics
1041,2024-02-23,2,positive,Electronics
1013,2024-11-20,5,positive,Beauty
1024,2024-07-16,3,positive,Sports
1024,2024-08-10,1,neutral,Clothing
1042,2024-01-25,4,positive,Clothing
1012,2024-04-15,2,positive,Sports
1004,2024-05-27,1,negative,Clothing
1038,2024-03-19,3,neutral,Beauty
1012,2024-12-22,5,positive,Clothing
1042,2024-11-03,4,neutral,Home
1004,2024-01-23,2,positive,Home
1041,2024-07-06,1,negative,Beauty
1021,2024-06-30,3,negative,Electronics
1008,2024-11-02,1,neutral,Sports
1037,2024-01-06,2,positive,Home
1012,2024-06-04,3,neutral,Beauty
1050,2024-04-07,2,negative,Beauty
1023,2024-05-27,3,positive,Beauty
1007,2024-11-08,4,positive,Electronics
1013,2024-12-16,1,neutral,Clothing
1008,2024-02-11,3,positive,Clothing
1024,2024-03-25,3,neutral,Clothing
1018,2024-04-20,4,positive,Beauty
1020,2024-11-17,1,negative,Electronics
1019,2024-10-08,5,positive,Sports
1003,2024-10-04,5,neutral,Electronics
1004,2024-04-13,2,positive,Electronics
1036,2024-06-07,3,neutral,Clothing
1023,2024-04-13,4,negative,Beauty
1040,2024-12-28,4,positive,Beauty
1044,2024-03-20,4,negative,Beauty
1012,2024-06-22,3,negative,Electronics
1044,2024-10-21,5,positive,Clothing
1032,2024-07-23,5,neutral,Home
1045,2024-01-09,1,positive,Beauty
1021,2024-01-03,3,negative,Electronics
1034,2024-10-13,5,negative,Electronics
1010,2024-11-27,3,negative,Sports
1038,2024-10-05,1,neutral,Home
1003,2024-06-08,2,neutral,Home
1017,2024-04-19,4,positive,Home
1037,2024-12-15,2,positive,Electronics
1050,2024-11-19,5,neutral,Sports
1001,2024-11-26,2,positive,Sports
1003,2024-08-13,2,neutral,Beauty
1043,2024-12-29,2,positive,Electronics
1021,2024-10-28,5,positive,Clothing
1025,2024-03-25,1,neutral,Electronics
1033,2024-12-21,3,neutral,Electronics
1046,2024-12-21,1,neutral,Home
1006,2024-10-17,3,positive,Clothing
1033,2024-04-29,1,positive,Home
1012,2024-03-12,1,positive,Home
1016,2024-04-14,5,positive,Electronics
1007,2024-04-19,2,positive,Home
1045,2024-05-30,4,negative,Home
1033,2024-10-17,3,neutral,Clothing
1020,2024-11-21,2,neutral,Clothing
1002,2024-07-25,4,positive,Sports
1038,2024-08-14,1,positive,Sports
1035,2024-09-11,4,negative,Sports
1031,2024-05-29,5,neutral,Beauty
1040,2024-07-09,1,positive,Beauty
1023,2024-05-24,1,positive,Electronics
1027,2024-07-27,5,neutral,Sports
1049,2024-01-26,1,neutral,Electronics
1014,2024-02-08,5,neutral,Sports
1010,2024-04-22,5,positive,Clothing
1039,2024-10-30,5,positive,Beauty
1039,2024-11-11,4,neutral,Beauty
1022,2024-02-28,5,neutral,Electronics
1032,2024-10-15,2,neutral,Sports
1024,2024-05-06,5,negative,Beauty
1023,2024-06-11,1,positive,Electronics
1018,2024-02-20,2,neutral,Home
1032,2024-04-22,2,positive,Clothing
1036,2024-10-03,2,positive,Clothing
1000,2024-12-25,2,positive,Sports
1034,2024-08-18,1,positive,Beauty
1001,2024-11-30,4,positive,Electronics
1023,2024-08-30,3,positive,Clothing
1022,2024-06-19,2,positive,Electronics
1011,2024-06-07,3,negative,Sports
1023,2024-03-10,1,positive,Clothing
1043,2024-09-22,4,neutral,Beauty
1029,2024-08-05,1,positive,Beauty
1049,2024-08-06,4,positive,Electronics
1012,2024-04-15,1,neutral,Beauty
1020,2024-08-13,4,neutral,Home
1004,2024-01-28,3,negative,Electronics
1025,2024-02-27,3,positive,Electronics
1031,2024-08-17,4,positive,Clothing
1028,2024-07-03,3,positive,Home
1036,2024-05-29,3,negative,Sports
1038,2024-03-07,4,negative,Electronics
1005,2024-01-14,5,positive,Home
1002,2024-10-27,3,positive,Home
1025,2024-04-21,4,neutral,Home
1023,2024-04-14,1,negative,Home
1022,2024-09-22,5,negative,Electronics
1010,2024-01-01,3,neutral,Home
1025,2024-02-01,4,neutral,Home
1036,2024-09-29,3,neutral,Beauty
1043,2024-10-01,4,positive,Home
1013,2024-05-29,3,negative,Home
1029,2024-08-05,2,negative,Beauty
1014,2024-04-18,2,positive,Clothing
1031,2024-06-20,1,neutral,Home
1010,2024-02-26,4,positive,Clothing
1007,2024-12-11,3,positive,Home
1016,2024-01-21,2,negative,Beauty
1006,2024-01-24,1,neutral,Sports
1003,2024-05-31,3,neutral,Home
1032,2024-02-11,1,neutral,Clothing
1018,2024-09-03,1,neutral,Beauty
1001,2024-11-14,5,neutral,Home
1016,2024-11-08,4,neutral,Electronics
1017,2024-09-10,1,positive,Sports
1044,2024-11-08,5,positive,Beauty
1044,2024-02-29,2,negative,Beauty
1041,2024-05-30,1,positive,Clothing
1046,2024-01-22,4,negative,Clothing
1045,2024-08-27,3,positive,Home
1040,2024-05-26,1,negative,Electronics
1035,2024-11-26,5,positive,Sports
1000,2024-04-13,2,positive,Home
1021,2024-11-06,3,negative,Electronics
1031,2024-04-06,4,positive,Sports
1011,2024-04-20,1,neutral,Sports
1005,2024-07-19,1,positive,Beauty
1030,2024-09-24,5,positive,Clothing
1045,2024-11-18,4,positive,Sports
1015,2024-09-22,1,neutral,Home
1047,2024-09-14,3,positive,Sports
1036,2024-04-26,2,positive,Beauty
1024,2024-09-06,4,positive,Clothing
1020,2024-07-13,3,neutral,Sports
1040,2024-09-27,3,neutral,Electronics
1034,2024-05-25,5,neutral,Sports
1011,2024-11-28,4,neutral,Sports
1037,2024-02-11,1,neutral,Sports
1039,2024-12-24,1,negative,Home
1019,2024-10-18,2,neutral,Sports
1027,2024-06-15,3,negative,Beauty
1025,2024-12-02,4,neutral,Beauty
1027,2024-05-24,4,negative,Electronics
1024,2024-10-15,3,neutral,Clothing
1035,2024-01-18,5,neutral,Sports
1050,2024-12-29,5,negative,Beauty
1000,2024-07-03,1,positive,Beauty
1002,2024-09-18,1,neutral,Electronics
1016,2024-05-06,1,neutral,Electronics
1035,2024-03-22,3,positive,Home
1027,2024-05-03,1,positive,Electronics
1028,2024-09-05,4,positive,Electronics
1024,2024-11-30,3,negative,Electronics
1023,2024-03-14,3,negative,Electronics
1039,2024-12-24,1,positive,Sports
1018,2024-06-17,1,neutral,Beauty
1002,2024-11-23,5,positive,Home
1028,2024-08-30,4,positive,Beauty
1044,2024-08-15,2,positive,Sports
1047,2024-11-26,5,positive,Clothing
1046,2024-04-14,3,neutral,Home
1026,2024-01-26,1,neutral,Clothing
1041,2024-05-04,4,negative,Beauty
1041,2024-10-21,5,positive,Clothing
1047,2024-03-13,3,positive,Home
1009,2024-04-04,5,neutral,Home
1022,2024-09-15,1,positive,Sports
1001,2024-06-03,1,positive,Sports
1043,2024-02-23,4,neutral,Sports
1032,2024-03-16,1,negative,Sports
1022,2024-02-15,3,negative,Home
1019,2024-08-26,5,positive,Electronics
1036,2024-07-01,1,negative,Home
1022,2024-10-03,4,positive,Electronics
1005,2024-05-02,4,positive,Home
1030,2024-12-29,3,positive,Beauty
1023,2024-05-12,2,positive,Clothing
1008,2024-04-07,3,positive,Clothing
1012,2024-04-04,4,neutral,Home
1027,2024-03-15,3,neutral,Electronics
1012,2024-02-16,2,neutral,Clothing
1023,2024-08-20,1,negative,Beauty
1044,2024-06-30,4,negative,Home
1008,2024-07-11,1,positive,Sports
1050,2024-10-02,2,positive,Sports
1038,2024-11-04,2,positive,Beauty
1024,2024-06-13,5,neutral,Clothing
1026,2024-02-10,5,positive,Electronics
1033,2024-04-20,5,positive,Clothing
1039,2024-09-23,1,negative,Home
1001,2024-05-06,5,neutral,Beauty
1037,2024-08-25,1,neutral,Sports
1022,2024-05-07,5,neutral,Electronics
1008,2024-09-27,2,negative,Sports
1028,2024-12-23,2,positive,Beauty
1001,2024-12-01,5,positive,Electronics
1034,2024-05-24,1,positive,Beauty
1040,2024-03-26,4,neutral,Sports
1045,2024-02-18,4,positive,Electronics
1034,2024-08-02,1,positive,Beauty
1026,2024-03-13,1,neutral,Electronics
1018,2024-11-11,2,positive,Electronics
1024,2024-04-20,4,positive,Home
1042,2024-09-03,4,negative,Sports
1029,2024-11-18,3,neutral,Sports
1035,2024-07-30,3,positive,Sports
1000,2024-10-09,5,positive,Clothing
1013,2024-11-21,5,neutral,Home
1002,2024-03-24,3,neutral,Home
1050,2024-03-05,4,neutral,Beauty
1025,2024-02-18,5,positive,Beauty
1020,2024-10-30,2,negative,Clothing
1023,2024-06-29,4,positive,Home
1015,2024-04-09,2,negative,Electronics
1035,2024-08-05,3,positive,Clothing
1049,2024-10-17,5,positive,Home
1005,2024-07-07,1,positive,Clothing
1002,2024-07-13,4,positive,Sports
1022,2024-04-30,5,positive,Sports
1045,2024-08-10,4,negative,Home
1048,2024-01-29,3,positive,Home
1033,2024-10-28,3,neutral,Electronics
1007,2024-12-15,1,neutral,Clothing
1010,2024-05-29,1,positive,Electronics
1005,2024-03-06,3,negative,Sports
1005,2024-11-13,1,negative,Clothing
1000,2024-01-17,2,neutral,Sports
1027,2024-05-04,2,negative,Sports
1014,2024-01-06,2,negative,Electronics
1033,2024-07-30,1,positive,Beauty
1006,2024-11-26,1,neutral,Electronics
1005,2024-06-22,3,positive,Beauty
1034,2024-07-05,1,neutral,Home
1028,2024-07-10,4,positive,Home
1003,2024-10-29,1,positive,Home
1029,2024-11-05,2,neutral,Beauty
1006,2024-11-13,5,neutral,Home
1017,2024-09-18,3,negative,Home
1030,2024-06-18,5,positive,Home
1030,2024-11-06,2,neutral,Sports
1015,2024-05-29,3,neutral,Electronics
1015,2024-09-30,4,neutral,Home
1035,2024-11-03,4,negative,Electronics
1046,2024-09-01,5,neutral,Sports
1019,2024-02-08,1,positive,Clothing
1029,2024-11-03,4,neutral,Beauty
1019,2024-03-05,2,neutral,Clothing
1047,2024-11-20,2,positive,Electronics
1041,2024-11-26,5,positive,Clothing
1046,2024-04-12,3,positive,Sports
1040,2024-10-29,5,negative,Beauty
1005,2024-12-12,5,neutral,Electronics
1006,2024-10-28,3,neutral,Electronics
1048,2024-03-06,3,positive,Sports
1033,2024-07-05,1,positive,Beauty
1004,2024-01-30,5,neutral,Home
1016,2024-06-08,1,positive,Sports
1035,2024-08-20,5,neutral,Beauty
1017,2024-02-16,2,neutral,Sports
1048,2024-05-06,3,positive,Home
1019,2024-04-10,2,positive,Beauty
1022,2024-10-25,3,neutral,Beauty
1003,2024-05-02,5,negative,Clothing
1004,2024-01-09,3,positive,Sports
1039,2024-11-19,4,positive,Beauty
1028,2024-04-27,5,neutral,Electronics
1010,2024-07-15,1,neutral,Home
1018,2024-05-11,2,positive,Electronics
1036,2024-07-24,5,negative,Beauty
1015,2024-09-04,1,positive,Home
1008,2024-12-14,4,positive,Electronics
1020,2024-06-23,4,negative,Electronics
1010,2024-09-12,1,positive,Beauty
1001,2024-09-08,2,neutral,Electronics
1022,2024-03-22,2,positive,Clothing
1009,2024-03-09,2,neutral,Home
1003,2024-02-25,1,neutral,Sports
1019,2024-10-04,2,positive,Clothing
1002,2024-06-07,1,neutral,Clothing
1021,2024-04-15,1,negative,Beauty
1045,2024-05-21,2,positive,Beauty
1045,2024-04-19,2,positive,Clothing
1024,2024-10-08,5,neutral,Beauty
1007,2024-07-04,3,positive,Electronics
1038,2024-11-29,1,positive,Sports
1025,2024-10-11,1,positive,Electronics
1003,2024-11-21,5,positive,Clothing
1046,2024-08-02,4,positive,Home
1039,2024-03-10,1,neutral,Clothing
1025,2024-05-31,5,negative,Beauty
1030,2024-04-23,2,positive,Electronics
1028,2024-09-25,4,positive,Home
1021,2024-06-29,2,negative,Electronics
1036,2024-11-18,4,positive,Home
1047,2024-11-25,5,negative,Clothing
1004,2024-08-31,4,positive,Electronics
1000,2024-01-02,1,positive,Home
1026,2024-07-16,4,negative,Home
1016,2024-10-30,2,negative,Beauty
1036,2024-09-18,2,neutral,Electronics
1023,2024-02-18,4,negative,Sports
1040,2024-01-03,2,neutral,Electronics
1010,2024-04-28,2,positive,Sports
1048,2024-12-02,1,positive,Clothing
1047,2024-07-09,4,negative,Beauty
1003,2024-06-25,1,neutral,Electronics
1045,2024-04-24,4,positive,Home
1044,2024-02-29,4,positive,Home
1011,2024-01-12,5,positive,Clothing
1029,2024-10-01,3,positive,Clothing
1049,2024-04-03,3,neutral,Beauty
1022,2024-05-29,3,negative,Home
1017,2024-08-31,3,positive,Sports
1014,2024-04-25,4,negative,Beauty
1048,2024-07-30,2,positive,Sports
1007,2024-04-01,1,negative,Clothing
1010,2024-05-30,2,neutral,Clothing
1009,2024-05-07,3,positive,Beauty
1037,2024-04-16,3,neutral,Beauty
1018,2024-02-20,2,positive,Clothing
1044,2024-02-11,5,positive,Home
1007,2024-05-19,4,positive,Home
1003,2024-02-15,3,positive,Home
1030,2024-04-15,1,negative,Sports
1010,2024-02-07,3,negative,Electronics
1026,2024-02-25,1,positive,Beauty
1022,2024-03-27,4,neutral,Sports
1014,2024-09-04,4,negative,Electronics
1007,2024-03-28,1,neutral,Beauty
1000,2024-07-15,4,positive,Beauty
1012,2024-02-25,5,positive,Clothing
1026,2024-01-15,1,neutral,Beauty
1011,2024-07-21,3,negative,Clothing
1037,2024-09-18,3,neutral,Sports
1025,2024-03-06,3,positive,Home
1042,2024-01-17,5,positive,Clothing
1033,2024-12-05,2,neutral,Clothing
1015,2024-05-11,3,positive,Beauty
1009,2024-01-04,4,positive,Home
1015,2024-05-28,2,neutral,Beauty
1040,2024-07-23,4,neutral,Clothing
1043,2024-02-08,2,positive,Clothing
1012,2024-01-06,4,positive,Sports
1044,2024-12-24,3,positive,Electronics
1004,2024-12-31,5,positive,Electronics
1042,2024-08-19,5,positive,Beauty
1043,2024-05-25,5,positive,Sports
1034,2024-12-03,4,neutral,Electronics
1022,2024-01-20,2,positive,Clothing
1008,2024-01-08,1,negative,Sports
1030,2024-10-16,4,positive,Beauty
1034,2024-10-23,3,positive,Beauty
1035,2024-11-22,5,positive,Sports
1028,2024-04-12,3,neutral,Electronics
1030,2024-05-31,5,negative,Clothing
1006,2024-07-28,2,positive,Beauty
1015,2024-06-20,1,positive,Sports
1030,2024-02-19,5,positive,Electronics
1013,2024-06-01,4,positive,Sports
1031,2024-10-10,1,negative,Sports
1046,2024-08-17,5,negative,Clothing
1023,2024-05-08,2,negative,Beauty
1016,2024-02-28,3,positive,Sports
1050,2024-10-27,1,negative,Home
1007,2024-06-26,3,negative,Sports
1036,2024-11-04,5,positive,Beauty
1002,2024-01-01,1,neutral,Home
1008,2024-10-12,3,neutral,Beauty
1044,2024-07-27,2,positive,Sports
1023,2024-06-08,1,negative,Electronics
1020,2024-04-18,2,positive,Beauty
1012,2024-09-22,2,neutral,Clothing
1001,2024-01-01,1,positive,Electronics
1030,2024-06-10,2,neutral,Home
1020,2024-01-31,4,positive,Clothing
1018,2024-12-05,3,neutral,Beauty
1011,2024-05-28,3,positive,Electronics
1022,2024-11-23,1,negative,Home
1016,2024-03-24,5,neutral,Sports
1005,2024-11-15,3,positive,Sports
1010,2024-08-26,5,positive,Electronics
1033,2024-05-23,2,positive,Clothing
1045,2024-05-01,4,positive,Home
1009,2024-07-31,2,positive,Electronics
1036,2024-01-04,5,neutral,Home
1029,2024-10-14,2,positive,Sports
1016,2024-12-22,3,neutral,Beauty
1006,2024-05-28,1,neutral,Clothing
1028,2024-07-15,2,negative,Home
1032,2024-12-05,1,positive,Beauty
1036,2024-12-21,4,negative,Electronics
1011,2024-03-08,3,positive,Home
1040,2024-06-16,2,neutral,Sports
1049,2024-07-21,5,neutral,Sports
1002,2024-08-30,4,neutral,Sports
1004,2024-10-14,5,negative,Sports
1006,2024-08-15,4,neutral,Clothing
1000,2024-09-29,3,positive,Sports
1021,2024-12-17,2,negative,Clothing
1028,2024-01-20,3,negative,Home
1013,2024-11-24,1,negative,Electronics
1032,2024-09-22,3,negative,Clothing
1035,2024-12-01,4,positive,Clothing
1041,2024-01-18,5,positive,Beauty
1022,2024-01-19,4,positive,Sports
1006,2024-03-24,1,neutral,Electronics
1008,2024-03-17,3,positive,Electronics
1003,2024-02-12,4,negative,Electronics
1007,2024-02-04,5,negative,Clothing
1048,2024-06-03,3,positive,Clothing
1030,2024-05-01,4,neutral,Sports
1043,2024-06-04,5,positive,Home
1039,2024-10-25,2,positive,Beauty
1033,2024-01-08,2,positive,Electronics
1030,2024-12-15,4,positive,Home
1023,2024-11-01,4,positive,Beauty
1020,2024-05-21,1,neutral,Clothing
1017,2024-07-01,2,neutral,Home
1049,2024-03-21,4,negative,Beauty
1028,2024-09-19,2,positive,Sports
1015,2024-09-29,1,negative,Sports
1028,2024-10-14,1,positive,Clothing
1029,2024-03-01,1,positive,Clothing
1025,2024-08-01,1,positive,Clothing
1022,2024-09-11,3,neutral,Clothing
1019,2024-08-31,2,negative,Beauty
1022,2024-04-02,3,positive,Electronics
1027,2024-08-22,4,neutral,Sports
1019,2024-05-07,2,negative,Electronics
1047,2024-11-07,2,positive,Sports
1027,2024-03-01,1,positive,Sports
1029,2024-05-21,4,positive,Sports
1014,2024-04-24,4,neutral,Beauty
1005,2024-01-02,5,positive,Electronics
1002,2024-12-24,1,negative,Beauty
1032,2024-06-16,2,positive,Sports
1021,2024-05-29,3,positive,Electronics
1024,2024-05-18,5,negative,Home
1048,2024-12-07,3,negative,Clothing
1009,2024-02-24,1,positive,Clothing
1006,2024-09-22,5,negative,Home
1000,2024-11-20,2,negative,Beauty
1001,2024-10-22,3,positive,Electronics
1031,2024-04-29,5,neutral,Home
1025,2024-04-19,1,negative,Sports
1017,2024-08-30,3,positive,Electronics
1027,2024-08-18,4,neutral,Beauty
1024,2024-12-23,5,neutral,Electronics
1012,2024-12-13,1,positive,Electronics
1048,2024-05-30,5,positive,Clothing
1018,2024-05-11,1,positive,Electronics
1033,2024-08-31,5,negative,Sports
1001,2024-11-02,1,negative,Sports
1033,2024-05-20,3,positive,Sports
1018,2024-11-30,4,positive,Sports
1027,2024-03-25,3,neutral,Beauty
1047,2024-04-29,1,positive,Home
1050,2024-01-02,5,positive,Beauty
1029,2024-05-28,3,neutral,Electronics
1026,2024-12-07,4,neutral,Electronics
1034,2024-05-31,2,neutral,Clothing
1024,2024-04-29,1,positive,Beauty
1026,2024-11-07,3,positive,Beauty
1002,2024-08-14,1,positive,Electronics
1011,2024-06-12,4,negative,Sports
1028,2024-04-07,2,positive,Electronics
1021,2024-06-26,2,positive,Sports
1024,2024-08-04,3,positive,Home
1041,2024-01-23,3,positive,Electronics
1018,2024-08-17,5,positive,Beauty
1000,2024-12-01,4,neutral,Electronics
1001,2024-09-19,4,positive,Home
1019,2024-11-26,1,negative,Clothing
1036,2024-12-25,5,positive,Clothing
1000,2024-03-30,3,positive,Beauty
1006,2024-08-11,3,negative,Sports
1017,2024-06-04,1,negative,Sports
1004,2024-11-10,5,positive,Sports
1011,2024-02-05,1,negative,Sports
1030,2024-12-16,4,positive,Home
1026,2024-02-06,1,negative,Sports
1030,2024-06-26,1,positive,Beauty
1011,2024-04-01,4,neutral,Clothing
1000,2024-02-05,1,negative,Clothing
1016,2024-07-21,5,neutral,Clothing
1046,2024-04-29,4,positive,Clothing
1049,2024-03-13,3,positive,Sports
1017,2024-03-05,2,positive,Sports
1019,2024-06-23,2,negative,Clothing
1021,2024-01-04,3,neutral,Clothing
1007,2024-07-17,5,neutral,Home
1004,2024-11-03,3,positive,Clothing
1021,2024-11-06,5,positive,Electronics
1007,2024-07-15,3,negative,Electronics
1034,2024-08-22,2,negative,Clothing
1045,2024-08-23,1,positive,Sports
1007,2024-01-31,1,positive,Electronics
1004,2024-10-14,3,neutral,Sports
1037,2024-04-21,2,neutral,Clothing
1019,2024-09-18,3,neutral,Clothing
1036,2024-10-25,5,positive,Electronics
1013,2024-06-13,3,neutral,Beauty
1028,2024-04-28,4,negative,Sports
1002,2024-11-20,5,positive,Beauty
1036,2024-05-10,1,positive,Electronics
1031,2024-11-28,4,positive,Electronics
1018,2024-09-23,1,negative,Electronics
1015,2024-04-19,4,negative,Home
1041,2024-10-20,1,neutral,Electronics
1043,2024-10-25,1,positive,Beauty
1046,2024-01-31,3,neutral,Beauty
1039,2024-07-25,2,positive,Home
1039,2024-12-23,3,negative,Electronics
1041,2024-11-17,3,positive,Beauty
1005,2024-09-10,1,negative,Home
1026,2024-12-09,1,positive,Beauty
1049,2024-06-03,5,negative,Beauty
1015,2024-03-12,5,positive,Beauty
1043,2024-05-19,5,positive,Electronics
1037,2024-09-16,5,positive,Beauty
1019,2024-03-24,1,positive,Clothing
1020,2024-11-14,1,positive,Beauty
1033,2024-12-15,5,positive,Sports
1016,2024-09-18,2,neutral,Home
1039,2024-01-29,1,positive,Sports
1033,2024-11-26,2,neutral,Beauty
1044,2024-11-06,4,positive,Clothing
1024,2024-09-06,5,positive,Clothing
1016,2024-10-09,2,positive,Sports
1005,2024-06-12,3,negative,Sports
1027,2024-02-06,1,positive,Electronics
1003,2024-11-02,3,negative,Beauty
1041,2024-11-11,1,negative,Clothing
1036,2024-07-13,5,positive,Clothing
1013,2024-11-10,3,neutral,Sports
1042,2024-12-06,1,positive,Beauty
1044,2024-09-09,2,positive,Beauty
1037,2024-11-28,4,positive,Beauty
1040,2024-04-07,4,positive,Beauty
1013,2024-04-25,2,neutral,Clothing
1050,2024-08-11,4,positive,Clothing
1022,2024-12-25,4,positive,Sports
1047,2024-10-20,3,negative,Electronics
1028,2024-02-21,2,negative,Clothing
1042,2024-09-22,5,positive,Beauty
1040,2024-01-31,4,positive,Beauty
1042,2024-12-23,2,neutral,Clothing
1039,2024-01-22,1,positive,Home
1038,2024-06-17,4,positive,Home
1019,2024-05-26,5,positive,Sports
1026,2024-01-19,2,positive,Beauty
1034,2024-02-01,2,neutral,Sports
1032,2024-06-14,3,neutral,Home
1042,2024-10-15,1,negative,Clothing
1030,2024-12-16,3,positive,Beauty
1022,2024-09-03,2,neutral,Clothing
1006,2024-12-27,4,neutral,Clothing
1015,2024-01-03,5,positive,Sports
1014,2024-02-14,2,positive,Beauty
1016,2024-05-21,4,neutral,Clothing
1000,2024-08-05,1,negative,Electronics
1010,2024-09-11,5,neutral,Clothing
1034,2024-02-09,4,positive,Electronics
1044,2024-05-23,1,positive,Sports
1006,2024-10-20,2,negative,Beauty
1028,2024-07-15,4,positive,Sports
1044,2024-10-10,3,positive,Electronics
1016,2024-08-02,3,positive,Electronics
1048,2024-01-08,1,negative,Home
1000,2024-06-07,3,positive,Sports
1048,2024-10-03,2,neutral,Electronics
1033,2024-04-07,4,positive,Home
1048,2024-05-13,1,neutral,Home
1006,2024-10-17,4,positive,Clothing
1015,2024-07-04,1,positive,Beauty
1041,2024-01-15,5,neutral,Home
1045,2024-03-02,1,positive,Clothing
1016,2024-08-17,5,positive,Beauty
1038,2024-06-04,5,positive,Electronics
1028,2024-08-17,4,positive,Beauty
1016,2024-09-26,1,negative,Beauty
1005,2024-12-01,2,neutral,Clothing
1035,2024-03-04,2,positive,Home
1018,2024-09-24,1,positive,Clothing
1050,2024-04-11,1,neutral,Home
1028,2024-05-13,3,positive,Beauty
1012,2024-09-18,2,negative,Home
1010,2024-01-09,1,neutral,Clothing
1028,2024-06-06,1,positive,Sports
1026,2024-01-25,5,neutral,Clothing
1029,2024-01-08,4,positive,Beauty
1020,2024-01-28,1,positive,Clothing
1050,2024-12-15,1,positive,Home
1043,2024-06-18,1,positive,Clothing
1042,2024-10-24,2,neutral,Home
1006,2024-10-04,5,positive,Home
1011,2024-04-13,5,neutral,Sports
1009,2024-08-01,4,neutral,Home
1044,2024-02-29,4,positive,Beauty
1030,2024-01-09,5,neutral,Electronics
1008,2024-05-02,3,positive,Clothing
1027,2024-07-07,4,neutral,Home
1018,2024-03-12,3,negative,Home
1033,2024-09-01,5,negative,Home
1037,2024-08-26,3,neutral,Sports
1045,2024-01-19,1,positive,Sports
1007,2024-09-06,1,positive,Sports
1041,2024-05-03,2,negative,Beauty
1001,2024-05-07,1,neutral,Home
1014,2024-03-15,1,neutral,Clothing
1014,2024-04-15,4,negative,Electronics
1000,2024-12-16,3,positive,Beauty
1032,2024-02-06,5,positive,Clothing
1002,2024-11-29,4,neutral,Sports
1041,2024-12-22,1,neutral,Home
1044,2024-11-29,4,positive,Clothing
1006,2024-04-12,5,positive,Electronics
1004,2024-06-17,5,neutral,Clothing
1009,2024-04-19,5,negative,Home
1042,2024-02-03,3,positive,Beauty
1013,2024-09-30,5,positive,Sports
1046,2024-12-22,4,neutral,Electronics
1014,2024-09-01,2,positive,Sports
1046,2024-04-07,2,neutral,Beauty
1004,2024-08-29,5,positive,Clothing
1041,2024-06-26,5,positive,Sports
1049,2024-07-12,5,positive,Electronics
1028,2024-01-18,4,negative,Home
1027,2024-04-23,3,positive,Clothing
1013,2024-02-01,4,negative,Sports
1045,2024-08-09,1,positive,Clothing
1027,2024-05-26,2,negative,Clothing
1000,2024-09-12,4,neutral,Beauty
1006,2024-08-05,5,positive,Electronics
1000,2024-01-05,4,neutral,Home
1012,2024-08-31,1,positive,Sports
1040,2024-06-24,1,positive,Home
1021,2024-06-23,5,neutral,Sports
1015,2024-03-07,5,positive,Beauty
